S347,S1211,S0,S359,S15,S1508,S155,S985,S2260,S257,S825,S822,S159,Et2O,S278,S1000,S2050,S102,S871
1.540932032288102e-05,6.228073011922944,0.023587600910694027,6.0661434151240404e-27,5.584173519081878,2.6116711257423852,1.7010931105491984e-11,8.720652196637399e-06,2.2231636441743553e-05,0.178595640049644,0.005892526612051088,0.040792513319459205,5.1413056864259184e-11,3.5929204928825467,0.18177617816224437,3.777954771119165e-09,0.11937888125658232,0.02597509284357281,4.94940523472005e-05
1.5409320409650046e-05,6.2280729478284105,0.02358760127540379,6.066143347785057e-27,5.584173516024476,2.611671142761867,1.701093084509007e-11,8.720652428282016e-06,2.22316366793639e-05,0.17859564669482356,0.005892526485190528,0.04079251272507151,5.1413055219062215e-11,3.5929205678109684,0.18177618187402797,3.777954808186531e-09,0.11937888453531256,0.025975092712593215,4.949405080873713e-05
1.5409320493987494e-05,6.228072882022304,0.023587601648804676,6.0661432768747374e-27,5.584173512643638,2.6116711601859697,1.7010930582712047e-11,8.720652658206592e-06,2.2231636910039545e-05,0.1785956534000123,0.005892526358219188,0.040792512138580726,5.141305354572235e-11,3.592920642590075,0.18177618556862066,3.7779548428829716e-09,0.11937888782814393,0.02597509259224433,4.9494049258713466e-05
1.540932057589336e-05,6.228072814504627,0.02358760203089669,6.066143202393082e-27,5.584173508939363,2.6116711780146935,1.701093031835792e-11,8.720652886411131e-06,2.2231637133770477e-05,0.17859566016521025,0.005892526231137071,0.04079251155998684,5.1413051844239594e-11,3.592920717219865,0.18177618924602235,3.777954875208488e-09,0.11937889113507638,0.025975092482526156,4.94940476971295e-05
1.540932065536765e-05,6.228072745275379,0.02358760242167983,6.06614312434009e-27,5.584173504911651,2.6116711962480377,1.7010930052027688e-11,8.72065311289563e-06,2.22316373505567e-05,0.1785956669904174,0.005892526103944176,0.04079251098928984,5.141305011461395e-11,3.59292079170034,0.18177619290623312,3.777954905163079e-09,0.11937889445610997,0.025975092383438692,4.949404612398524e-05
1.5409320732410358e-05,6.22807267433456,0.023587602821154095,6.0661430427157626e-27,5.584173500560502,2.6116712148860035,1.701092978372135e-11,8.720653337660088e-06,2.2231637560398225e-05,0.1785956738756338,0.005892525976640502,0.04079251042648974,5.14130483568454e-11,3.592920866031499,0.18177619654925298,3.777954932746746e-09,0.11937889779124465,0.025975092294981936,4.949404453928067e-05
1.540932080702149e-05,6.228072601682169,0.02358760322931949,6.0661429575200984e-27,5.584173495885917,2.6116712339285897,1.7010929513438904e-11,8.720653560704509e-06,2.223163776329503e-05,0.1785956808208594,0.005892525849226051,0.040792509871586544,5.1413046570933966e-11,3.5929209402133426,0.18177620017508186,3.777954957959489e-09,0.11937890114048047,0.025975092217155892,4.9494042943015806e-05
1.540932087920104e-05,6.228072527318207,0.02358760364617601,6.066142868753099e-27,5.584173490887895,2.611671253375797,1.7010929241180354e-11,8.720653782028889e-06,2.2231637959247134e-05,0.1785956878260942,0.0058925257217008215,0.04079250932458024,5.141304475687964e-11,3.5929210142458707,0.1817762037837198,3.7779549808013064e-09,0.11937890450381738,0.025975092149960556,4.949404133519064e-05
1.540932094894901e-05,6.2280724512426735,0.02358760407172366,6.066142776414763e-27,5.584173485566435,2.6116712732276253,1.70109289669457e-11,8.72065400163323e-06,2.2231638148254526e-05,0.1785956948913382,0.005892525594064814,0.04079250878547083,5.141304291468242e-11,3.592921088129083,0.1817762073751668,3.777955001272199e-09,0.11937890788125542,0.02597509209339593,4.949403971580517e-05
1.5409321016265403e-05,6.22807237345557,0.023587604505962437,6.066142680505091e-27,5.58417347992154,2.6116712934840747,1.7010928690734938e-11,8.720654219517533e-06,2.2231638330317218e-05,0.17859570201659145,0.0058925254663180285,0.04079250825425833,5.14130410443423e-11,3.5929211618629804,0.18177621094942287,3.7779550193721685e-09,0.11937891127279456,0.02597509204746202,4.949403808485941e-05
1.5409321081150214e-05,6.2280722939568935,0.023587604948892338,6.0661425810240835e-27,5.584173473953206,2.6116713141451444,1.7010928412548072e-11,8.720654435681797e-06,2.223163850543519e-05,0.17859570920185386,0.0058925253384604645,0.040792507730942715,5.1413039145859294e-11,3.5929212354475615,0.181776214506488,3.777955035101213e-09,0.11937891467843481,0.02597509201215881,4.9494036442353344e-05
1.540932114360345e-05,6.228072212746647,0.023587605400513363,6.066142477971739e-27,5.5841734676614365,2.6116713352108354,1.70109281323851e-11,8.720654650126022e-06,2.2231638673608463e-05,0.1785957164471255,0.005892525210492123,0.040792507215524,5.141303721923339e-11,3.592921308882827,0.18177621804636218,3.777955048459332e-09,0.11937891809817619,0.025975091987486314,4.9494034788286974e-05
1.5409321203625107e-05,6.228072129824828,0.02358760586082552,6.0661423713480596e-27,5.5841734610462295,2.6116713566811476,1.701092785024602e-11,8.720654862850207e-06,2.2231638834837024e-05,0.17859572375240637,0.0058925250824130035,0.0407925067080022,5.1413035264464596e-11,3.592921382168777,0.18177622156904544,3.777955059446526e-09,0.11937892153201866,0.02597509197344453,4.949403312266032e-05
1.540932126121518e-05,6.228072045191439,0.0235876063298288,6.0661422611530435e-27,5.584173454107586,2.61167137855608,1.7010927566130838e-11,8.720655073854352e-06,2.223163898912088e-05,0.17859573111769642,0.005892524954223106,0.04079250620837727,5.141303328155291e-11,3.5929214553054116,0.18177622507453772,3.777955068062797e-09,0.11937892497996226,0.025975091970033455,4.949403144547335e-05
1.5409321316373676e-05,6.228071958846478,0.02358760680752321,6.066142147386691e-27,5.584173446845505,2.611671400835634,1.701092728003955e-11,8.720655283138458e-06,2.2231639136460026e-05,0.17859573854299568,0.00589252482592243,0.040792505716649254,5.1413031270498334e-11,3.5929215282927305,0.18177622856283907,3.777955074308143e-09,0.11937892844200697,0.02597509197725309,4.9494029756726086e-05
1.5409321369100593e-05,6.228071870789946,0.023587607293908745,6.066142030049003e-27,5.584173439259988,2.611671423519809,1.7010926991972154e-11,8.720655490702527e-06,2.2231639276854466e-05,0.17859574602830416,0.005892524697510977,0.04079250523281813,5.1413029231300854e-11,3.5929216011307337,0.1817762320339495,3.777955078182563e-09,0.11937893191815278,0.02597509199510343,4.949402805641852e-05
1.5409321419395932e-05,6.228071781021843,0.02358760778898541,6.066141909139979e-27,5.584173431351034,2.6116714466086037,1.7010926701928652e-11,8.720655696546556e-06,2.22316394103042e-05,0.17859575357362187,0.005892524568988745,0.04079250475688391,5.1413027163960487e-11,3.592921673819421,0.18177623548786898,3.777955079686059e-09,0.11937893540839972,0.025975092023584483,4.9494026344550664e-05
1.5409321467259687e-05,6.228071689542168,0.023587608292753196,6.066141784659619e-27,5.584173423118644,2.6116714701020207,1.7010926409909045e-11,8.720655900670546e-06,2.223163953680922e-05,0.1785957611789488,0.005892524440355734,0.04079250428884658,5.141302506847723e-11,3.5929217463587935,0.1817762389245975,3.777955078818631e-09,0.11937893891274776,0.02597509206269625,4.94940246211225e-05
1.5409321512691868e-05,6.228071596350923,0.023587608805212112,6.0661416566079225e-27,5.584173414562815,2.611671494000058,1.7010926115913332e-11,8.720656103074496e-06,2.2231639656369537e-05,0.17859576884428488,0.005892524311611947,0.040792503828706146,5.141302294485108e-11,3.59292181874885,0.18177624234413509,3.777955075580278e-09,0.11937894243119693,0.025975092112438723,4.949402288613404e-05
1.5409321555692468e-05,6.228071501448106,0.023587609326362155,6.0661415249848906e-27,5.584173405683551,2.611671518302716,1.7010925819941518e-11,8.720656303758406e-06,2.2231639768985142e-05,0.17859577656963022,0.005892524182757381,0.04079250337646262,5.141302079308203e-11,3.5929218909895906,0.1817762457464817,3.777955069971e-09,0.11937894596374721,0.025975092172811905,4.949402113958528e-05
1.5409321596261487e-05,6.228071404833717,0.023587609856203322,6.066141389790523e-27,5.58417339648085,2.6116715430099955,1.701092552199359e-11,8.72065650272228e-06,2.2231639874656043e-05,0.17859578435498474,0.005892524053792037,0.04079250293211598,5.1413018613170096e-11,3.592921963081016,0.18177624913163742,3.777955061990798e-09,0.11937894951039858,0.0259750922438158,4.949401938147622e-05
1.540932163439893e-05,6.228071306507757,0.02358761039473562,6.066141251024818e-27,5.584173386954711,2.6116715681218956,1.7010925222069562e-11,8.72065669996611e-06,2.2231639973382235e-05,0.1785957922003485,0.005892523924715915,0.04079250249566625,5.1413016405115256e-11,3.592922035023126,0.18177625249960216,3.777955051639672e-09,0.11937895307115108,0.0259750923254504,4.949401761180686e-05
1.5409321670104792e-05,6.228071206470226,0.023587610941959044,6.066141108687778e-27,5.584173377105135,2.6116715936384165,1.7010924920169425e-11,8.720656895489905e-06,2.2231640065163717e-05,0.17859580010572146,0.005892523795529014,0.040792502067113406,5.1413014168917533e-11,3.59292210681592,0.181776255850376,3.777955038917621e-09,0.11937895664600469,0.025975092417715714,4.9494015830577196e-05
1.5409321703379072e-05,6.228071104721124,0.023587611497873594,6.0661409627794016e-27,5.584173366932124,2.6116716195595586,1.7010924616293185e-11,8.72065708929366e-06,2.2231640150000494e-05,0.17859580807110362,0.005892523666231337,0.04079250164645747,5.1413011904576917e-11,3.592922178459398,0.18177625918395887,3.777955023824645e-09,0.11937896023495942,0.025975092520611736,4.949401403778724e-05
1.5409321734221775e-05,6.22807100126045,0.023587612062479273,6.066140813299689e-27,5.584173356435675,2.6116716458853215,1.701092431044084e-11,8.720657281377376e-06,2.2231640227892563e-05,0.178595816096495,0.005892523536822881,0.040792501233698424,5.1413009612093405e-11,3.592922249953561,0.1817762625003508,3.777955006360744e-09,0.11937896383801525,0.02597509263413847,4.949401223343698e-05
1.5409321762632903e-05,6.228070896088206,0.02358761263577608,6.066140660248641e-27,5.584173345615788,2.611671672615705,1.701092400261239e-11,8.720657471741051e-06,2.223164029883992e-05,0.1785958241818956,0.005892523407303646,0.04079250082883628,5.1413007291467e-11,3.5929223212984085,0.1817762657995518,3.777954986525919e-09,0.1193789674551722,0.025975092758295914,4.949401041752642e-05
1.5409321788612447e-05,6.22807078920439,0.023587613217764005,6.066140503626256e-27,5.584173334472466,2.61167169975071,1.701092369280783e-11,8.720657660384689e-06,2.2231640362842574e-05,0.1785958323273054,0.005892523277673634,0.04079250043187103,5.1413004942697706e-11,3.5929223924939397,0.18177626908156186,3.777954964320169e-09,0.11937897108643027,0.025975092893084067,4.949400859005556e-05
1.5409321812160414e-05,6.228070680609003,0.023587613808443066,6.066140343432536e-27,5.5841733230057065,2.611671727290336,1.701092338102717e-11,8.720657847308287e-06,2.2231640419900516e-05,0.1785958405327244,0.005892523147932844,0.040792500042802673,5.141300256578551e-11,3.5929224635401558,0.18177627234638097,3.7779549397434944e-09,0.11937897473178942,0.025975093038502928,4.94940067510244e-05
1.54093218332768e-05,6.228070570302044,0.02358761440781325,6.0661401796674794e-27,5.58417331121551,2.6116717552345827,1.70109230672704e-11,8.720658032511846e-06,2.2231640470013756e-05,0.17859584879815263,0.005892523018081276,0.040792499661631225,5.141300016073042e-11,3.592922534437056,0.18177627559400916,3.777954912795896e-09,0.11937897839124971,0.025975093194552504,4.9494004900432935e-05
1.5409321851961604e-05,6.228070458283514,0.02358761501587456,6.066140012331087e-27,5.584173299101877,2.61167178358345,1.7010922751537524e-11,8.720658215995366e-06,2.2231640513182286e-05,0.17859585712359008,0.00589252288811893,0.04079249928835667,5.141299772753245e-11,3.5929226051846412,0.18177627882444636,3.777954883477372e-09,0.11937898206481112,0.02597509336123278,4.949400303828118e-05
1.540932186821483e-05,6.228070344553413,0.023587615632627,6.066139841423358e-27,5.584173286664807,2.6116718123369385,1.7010922433828544e-11,8.720658397758845e-06,2.2231640549406104e-05,0.17859586550903672,0.005892522758045805,0.040792498922979,5.141299526619158e-11,3.5929226757829102,0.18177628203769264,3.777954851787924e-09,0.11937898575247363,0.025975093538543777,4.9494001164569123e-05
1.540932188203648e-05,6.22807022911174,0.023587616258070564,6.066139666944294e-27,5.5841732739043,2.6116718414950477,1.7010922114143458e-11,8.720658577802286e-06,2.2231640578685217e-05,0.17859587395449256,0.005892522627861903,0.04079249856549824,5.141299277670782e-11,3.592922746231864,0.18177628523374798,3.7779548177275505e-09,0.11937898945423725,0.025975093726485477,4.949399927929677e-05
1.540932189342655e-05,6.2280701119584965,0.023587616892205256,6.0661394888938935e-27,5.584173260820356,2.6116718710577778,1.7010921792482266e-11,8.72065875612569e-06,2.2231640601019622e-05,0.1785958824599576,0.0058925224975672225,0.04079249821591438,5.141299025908116e-11,3.592922816531502,0.18177628841261237,3.777954781296253e-09,0.11937899317010199,0.02597509392505789,4.949399738246411e-05
1.5409321902385042e-05,6.2280699930936825,0.023587617535031077,6.0661393072721565e-27,5.584173247412976,2.611671901025129,1.701092146884497e-11,8.720658932729052e-06,2.223164061640932e-05,0.17859589102543189,0.0058925223671617635,0.04079249787422742,5.141298771331161e-11,3.592922886681824,0.18177629157428585,3.777954742494032e-09,0.11937899690006784,0.02597509413426101,4.949399547407115e-05
1.5409321908911952e-05,6.228069872517296,0.02358761818654802,6.066139122079084e-27,5.584173233682158,2.611671931397101,1.7010921143231567e-11,8.720659107612377e-06,2.2231640624854306e-05,0.17859589965091538,0.005892522236645528,0.04079249754043735,5.141298513939916e-11,3.5929229566828313,0.18177629471876836,3.7779547013208854e-09,0.11937900064413481,0.025975094354094844,4.94939935541179e-05
1.5409321913007286e-05,6.228069750229339,0.02358761884675609,6.066138933314675e-27,5.584173219627903,2.611671962173694,1.701092081564206e-11,8.720659280775661e-06,2.2231640626354588e-05,0.17859590833640807,0.005892522106018513,0.04079249721454417,5.141298253734383e-11,3.592923026534522,0.18177629784605992,3.777954657776814e-09,0.11937900440230287,0.025975094584559384,4.9493991622604344e-05
1.5409321914671038e-05,6.22806962622981,0.02358761951565529,6.06613874097893e-27,5.584173205250212,2.611671993354908,1.7010920486076443e-11,8.720659452218907e-06,2.2231640620910162e-05,0.17859591708190997,0.00589252197528072,0.040792496896547896,5.14129799071456e-11,3.592923096236898,0.18177630095616054,3.777954611861818e-09,0.11937900817457206,0.025975094825654632,4.949398967953049e-05
1.540932191390321e-05,6.22806950051871,0.023587620193245618,6.066138545071849e-27,5.584173190549084,2.611672024940743,1.7010920154534725e-11,8.720659621942114e-06,2.2231640608521028e-05,0.1785959258874211,0.00589252184443215,0.040792496586448526,5.1412977248804477e-11,3.592923165789958,0.18177630404907025,3.777954563575898e-09,0.11937901196094237,0.025975095077380595,4.9493987724896334e-05
1.5409321910703803e-05,6.228069373096038,0.023587620879527073,6.066138345593432e-27,5.584173175524519,2.6116720569311984,1.7010919821016897e-11,8.72065978994528e-06,2.2231640589187185e-05,0.17859593475294142,0.005892521713472801,0.04079249628424605,5.141297456232047e-11,3.592923235193702,0.18177630712478898,3.777954512919053e-09,0.11937901576141378,0.025975095339737266,4.9493985758701875e-05
1.540932190507282e-05,6.228069243961795,0.023587621574499652,6.06613814254368e-27,5.584173160176517,2.6116720893262753,1.7010919485522968e-11,8.720659956228409e-06,2.2231640562908632e-05,0.17859594367847095,0.005892521582402674,0.04079249598994046,5.141297184769356e-11,3.592923304448131,0.1817763101833168,3.777954459891283e-09,0.11937901957598632,0.02597509561272465,4.9493983780947116e-05
1.5409321897010255e-05,6.228069113115982,0.02358762227816336,6.066137935922591e-27,5.584173144505079,2.611672122125973,1.701091914805293e-11,8.720660120791498e-06,2.2231640529685374e-05,0.17859595266400968,0.0058925214512217695,0.04079249570353178,5.141296910492375e-11,3.592923373553244,0.18177631322465365,3.777954404492589e-09,0.11937902340465995,0.02597509589634274,4.9493981791632065e-05
1.540932188651611e-05,6.228068980558597,0.023587622990518194,6.066137725730166e-27,5.584173128510203,2.6116721553302913,1.7010918808606784e-11,8.720660283634547e-06,2.2231640489517408e-05,0.17859596170955766,0.005892521319930087,0.04079249542501999,5.141296633401106e-11,3.5929234425090417,0.18177631624879959,3.77795434672297e-09,0.1193790272474347,0.025975096190591542,4.949397979075671e-05
1.5409321873590387e-05,6.228068846289641,0.02358762371156415,6.066137511966405e-27,5.58417311219189,2.6116721889392305,1.7010918467184538e-11,8.72066044475756e-06,2.2231640442404734e-05,0.1785959708151148,0.005892521188527626,0.040792495154405105,5.141296353495547e-11,3.592923511315524,0.18177631925575455,3.777954286582426e-09,0.11937903110431057,0.02597509649547105,4.949397777832105e-05
1.5409321858233087e-05,6.228068710309113,0.023587624441301237,6.066137294631308e-27,5.584173095550142,2.6116722229527904,1.7010918123786184e-11,8.72066060416053e-06,2.2231640388347352e-05,0.17859597998068122,0.0058925210570143875,0.04079249489168712,5.141296070775699e-11,3.59292357997269,0.1817763222455186,3.777954224070958e-09,0.11937903497528755,0.02597509681098127,4.9493975754325106e-05
1.5409321838111738e-05,6.228068571283237,0.023587625183506336,6.0661370709835566e-27,5.584173077816832,2.611672257592534,1.7010917777336002e-11,8.720660759772003e-06,2.2231640320695807e-05,0.17859598922022393,0.005892520925084708,0.040792494643832854,5.141295783369706e-11,3.592923648167779,0.18177632517780362,3.777954157160082e-09,0.11937903886043448,0.025975097143532577,4.949397371246125e-05
1.5409321814676173e-05,6.228068430041067,0.0235876259358318,6.0661368427271096e-27,5.584173059469413,2.611672292720741,1.701091742850264e-11,8.72066091287956e-06,2.22316402435833e-05,0.17859599852506122,0.005892520792928582,0.04079249440651186,5.1412954924410827e-11,3.5929237160951972,0.181776328077652,3.777954087110671e-09,0.11937904275970859,0.02597509748914038,4.94939716566502e-05
1.5409321788705817e-05,6.228068287028306,0.02358762669701551,6.066136610778025e-27,5.584173040764569,2.6116723282633725,1.7010917077645584e-11,8.72066106417542e-06,2.223164015923185e-05,0.17859600789052577,0.005892520660648153,0.04079249417739604,5.141295198615343e-11,3.5929237838594608,0.1817763309585268,3.777954014600576e-09,0.11937904667308685,0.025975097845662553,4.949396958899975e-05
1.5409321760200675e-05,6.228068142244957,0.023587627467057476,6.066136375136302e-27,5.5841730217023,2.611672364220429,1.7010916724764812e-11,8.720661213659578e-06,2.2231640067641454e-05,0.1785960173166176,0.005892520528243421,0.04079249395648539,5.141294901892485e-11,3.592923851460569,0.18177633382042785,3.7779539396297965e-09,0.11937905060056926,0.025975098213099086,4.949396750950989e-05
1.540932172916074e-05,6.228067995691016,0.02358762824595769,6.066136135801942e-27,5.584173002282604,2.6116724005919107,1.701091636986034e-11,8.720661361332037e-06,2.2231639968812117e-05,0.1785960268033366,0.005892520395714386,0.04079249374377992,5.141294602272509e-11,3.592923918898522,0.1817763366633553,3.777953862198334e-09,0.11937905454215585,0.025975098591449985,4.949396541818062e-05
1.5409321695586017e-05,6.228067847366486,0.02358762903371616,6.0661358927749446e-27,5.584172982505483,2.6116724373778166,1.7010916012932158e-11,8.720661507192796e-06,2.223163986274384e-05,0.1785960363506829,0.005892520263061047,0.040792493539279634,5.1412942997554156e-11,3.59292398617332,0.18177633948730906,3.777953782306188e-09,0.11937905849784658,0.02597509898071525,4.949396331501194e-05
1.5409321659476504e-05,6.2280676972713644,0.02358762983033288,6.066135646055309e-27,5.5841729623709355,2.611672474578148,1.7010915653980272e-11,8.720661651241855e-06,2.223163974943662e-05,0.1785960459586564,0.005892520130283405,0.04079249334298451,5.141293994341204e-11,3.592924053284963,0.18177634229228917,3.777953699953358e-09,0.11937906246764148,0.025975099380894883,4.949396120000386e-05
